listing_id,business_name,address,orgid,Rating,Rating Count,phone,website,domain,chain_name,lat,lon,in_chain,in_search,Category1,Category2,Category3,Category4,Category5,Category6,Category7
CID:10665057435670037857,Safeway,"1546 N Main St, Salinas, CA 93906",safeway,4.3,1070,(831) 442-7500,local.safeway.com,safeway,Safeway,36.7126823,-121.6522121,TRUE,TRUE,Grocery,,,,,,
CID:5784077369607456007,Safeway Bakery,"17539 Vierra Canyon Rd, Prunedale, CA 93907",safeway,4,1,(831) 663-6702,local.safeway.com,safeway,Safeway,36.7936036,-121.6658913,TRUE,TRUE,Bakery,,,,,,
CID:11291211367471020335,Safeway,"17539 Vierra Canyon Rd, Prunedale, CA 93907",safeway,4.2,940,(831) 663-6702,local.safeway.com,safeway,Safeway,36.7936053,-121.6658793,TRUE,TRUE,Grocery,,,,,,
CID:16160897573474529574,Safeway Liquor,"Prunedale, CA 93907",safeway,4,1,,safeway.com,safeway,Safeway,36.7935692,-121.6657644,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:3173781074187505497,Safeway,"104 Mid Vly Ctr, Carmel-By-The-Sea, CA 93923",safeway,4.2,200,(831) 624-4600,local.safeway.com,safeway,Safeway,36.5224731,-121.810205,TRUE,TRUE,Grocery,,,,,,
CID:15859298437494870343,Safeway Liquor,"104 Mid Vly Ctr, Carmel-By-The-Sea, CA 93923",safeway,0,0,,safeway.com,safeway,Safeway,36.5225281,-121.8101227,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:14164542940124096442,Safeway Liquor,"26635 Fisher Dr, Carmel-By-The-Sea, CA 93923",safeway,3,1,,safeway.com,safeway,Safeway,36.5364215,-121.9111312,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:8858230717899040120,Safeway Bakery,"5 Crossroads Blvd, Carmel-By-The-Sea, CA 93923",safeway,0,0,(831) 625-8820,local.safeway.com,safeway,Safeway,36.5364215,-121.9111312,TRUE,TRUE,Bakery,,,,,,
CID:5825712898392309857,Safeway,"5 Crossroads Blvd, Carmel-By-The-Sea, CA 93923",safeway,4.3,625,(831) 625-8820,local.safeway.com,safeway,Safeway,36.536432,-121.9111131,TRUE,TRUE,Grocery,,,,,,
CID:6937289405700695201,Safeway Liquor,"530 Canal St, King City, CA 93930",safeway,0,0,,safeway.com,safeway,Safeway,36.2043787,-121.1333894,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:2292167224840032039,Safeway,"530 Canal St, King City, CA 93930",safeway,4.2,421,(831) 385-7820,local.safeway.com,safeway,Safeway,36.2044585,-121.1332737,TRUE,TRUE,Grocery,,,,,,
CID:13036638979073342149,Safeway Bakery,"530 Canal St, King City, CA 93930",safeway,0,0,(831) 385-7820,local.safeway.com,safeway,Safeway,36.2046002,-121.1331805,TRUE,TRUE,Bakery,,,,,,
CID:6617090364143182166,Safeway Bakery,"815 Canyon Del Rey Blvd, Del Rey Oaks, CA 93940",safeway,5,1,(831) 393-2090,local.safeway.com,safeway,Safeway,36.5975601,-121.8503811,TRUE,TRUE,Bakery,,,,,,
CID:3046632674496651693,Safeway,"815 Canyon Del Rey Blvd, Del Rey Oaks, CA 93940",safeway,4.2,2130,(831) 393-2090,local.safeway.com,safeway,Safeway,36.5977871,-121.8503884,TRUE,TRUE,Grocery,,,,,,
CID:11520354803735243991,Safeway Liquor,"815 Canyon Del Rey Blvd, Del Rey Oaks, CA 93940",safeway,4,2,,safeway.com,safeway,Safeway,36.5977196,-121.8505255,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:6324533983101399169,Safeway,"1212 Forest Ave, Pacific Grove, CA 93950",safeway,4,1014,(831) 375-8262,local.safeway.com,safeway,Safeway,36.6048577,-121.9210704,TRUE,TRUE,Grocery,,,,,,
CID:1417429602547626364,Safeway Liquor,"1212 Forest Ave, Pacific Grove, CA 93950",safeway,5,1,,safeway.com,safeway,Safeway,36.6049109,-121.9212663,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:17191518070759363358,Safeway,"1100 El Camino Real, Belmont, CA 94002",safeway,4.1,1424,(650) 596-1730,local.safeway.com,safeway,Safeway,37.5186773,-122.2758925,TRUE,TRUE,Grocery,,,,,,
CID:1176107527269417294,Safeway Liquor,"1100 El Camino Real, Belmont, CA 94002",safeway,4.3,4,(650) 596-1730,safeway.com,safeway,Safeway,37.5185921,-122.2756722,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:11586236714995218094,Safeway Bakery,"1100 El Camino Real, Belmont, CA 94002",safeway,0,1,(650) 596-1730,local.safeway.com,safeway,Safeway,37.5188877,-122.2755685,TRUE,TRUE,Bakery,,,,,,
CID:3078906542530114234,Safeway,"2100 Ralston Ave, Belmont, CA 94002",safeway,3.9,487,(650) 591-0235,local.safeway.com,safeway,Safeway,37.512294,-122.2956223,TRUE,TRUE,Grocery,,,,,,
CID:13357146224415988821,Safeway Liquor,"2100 Ralston Ave, Belmont, CA 94002",safeway,4.4,6,,safeway.com,safeway,Safeway,37.5124108,-122.2955237,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:9942770071241700617,Safeway Liquor,"1450 Howard Ave, Burlingame, CA 94010",safeway,4,6,(650) 343-3488,safeway.com,safeway,Safeway,37.5763728,-122.3479941,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:7215808425006159806,Safeway,"1450 Howard Ave, Burlingame, CA 94010",safeway,4.1,885,(650) 343-3488,local.safeway.com,safeway,Safeway,37.576421,-122.3482986,TRUE,TRUE,Grocery,,,,,,
CID:13305696541106692552,Safeway Bakery,"1450 Howard Ave, Burlingame, CA 94010",safeway,5,1,(650) 343-3488,local.safeway.com,safeway,Safeway,37.5764245,-122.3482146,TRUE,TRUE,Bakery,,,,,,
CID:7453766679455610647,Safeway Liquor,"Daly City, CA 94015",safeway,0,0,,safeway.com,safeway,Safeway,37.6997987,-122.4815738,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:16142663731137338446,Safeway Liquor,"Daly City, CA 94015",safeway,5,2,,,,Safeway,37.64664,-122.4518547,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:1967024483148679198,Safeway Liquor,"70 Cabrillo Hwy N, Half Moon Bay, CA 94019",safeway,3,4,,safeway.com,safeway,Safeway,37.4692804,-122.4361212,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:4026970793690964576,Safeway,"70 Cabrillo Hwy, Half Moon Bay, CA 94019",safeway,4.1,622,(650) 726-1143,local.safeway.com,safeway,Safeway,37.4692702,-122.4361387,TRUE,TRUE,Grocery,,,,,,
CID:3139346220455829957,Safeway Bakery,"70 Cabrillo Hwy, Half Moon Bay, CA 94019",safeway,0,1,(650) 726-1143,local.safeway.com,safeway,Safeway,37.4693081,-122.4359691,TRUE,TRUE,Bakery,,,,,,
CID:1712721969961754420,Safeway Bakery,"160 1st St, Los Altos, CA 94022",safeway,0,0,(650) 941-1801,local.safeway.com,safeway,Safeway,37.3791046,-122.1191572,TRUE,TRUE,Bakery,,,,,,
CID:15113953970358366988,Safeway Liquor,"160 1st St, Los Altos, CA 94022",safeway,3.3,3,(650) 941-1801,safeway.com,safeway,Safeway,37.3791046,-122.1191572,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:13038606297327461740,Safeway,"160 1st St, Los Altos, CA 94022",safeway,4.2,679,(650) 941-1801,local.safeway.com,safeway,Safeway,37.3789745,-122.1190452,TRUE,TRUE,Grocery,,,,,,
CID:7138035946659385570,Safeway Liquor,"325 Sharon Park Dr, Menlo Park, CA 94025",safeway,3,2,,safeway.com,safeway,Safeway,37.4234496,-122.1971346,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:7056333641740183377,Safeway,"325 Sharon Park Dr, Menlo Park, CA 94025",safeway,4,509,(650) 854-3056,local.safeway.com,safeway,Safeway,37.4234422,-122.1970037,TRUE,TRUE,Grocery,,,,,,
CID:54502168899234170,Safeway Liquor,"525 El Camino Real, Menlo Park, CA 94025",safeway,4,7,,safeway.com,safeway,Safeway,37.4503524,-122.179344,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:13256032684494489836,Safeway Bakery,"525 El Camino Real, Menlo Park, CA 94025",safeway,0,0,(650) 847-2901,local.safeway.com,safeway,Safeway,37.450572,-122.1790228,TRUE,TRUE,Bakery,,,,,,
CID:5408577198307040379,Safeway Bakery,"525 El Camino Real, Millbrae, CA 94030",safeway,0,0,(650) 652-3416,local.safeway.com,safeway,Safeway,37.6033834,-122.3942501,TRUE,TRUE,Bakery,,,,,,
CID:1158328826993782411,Safeway,"525 El Camino Real, Millbrae, CA 94030",safeway,4.2,1860,(650) 652-3416,local.safeway.com,safeway,Safeway,37.6033699,-122.3942131,TRUE,TRUE,Grocery,,,,,,
CID:3081274041244328003,Safeway Liquor,"Millbrae, CA 94030",safeway,4.3,10,,safeway.com,safeway,Safeway,37.6035246,-122.3941688,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:339717221151628814,Safeway Bakery,"1750 Miramonte Ave, Mountain View, CA 94040",safeway,0,0,(650) 903-5850,local.safeway.com,safeway,Safeway,37.372433,-122.0884434,TRUE,TRUE,Bakery,,,,,,
CID:14197024717894140085,Safeway,"1750 Miramonte Ave, Mountain View, CA 94040",safeway,4.1,367,(650) 903-5850,local.safeway.com,safeway,Safeway,37.3723424,-122.0884411,TRUE,TRUE,Grocery,,,,,,
CID:9732824056493044601,Safeway,"645 San Antonio Rd, Mountain View, CA 94040",safeway,4.2,1537,(650) 948-4533,local.safeway.com,safeway,Safeway,37.4018092,-122.1118435,TRUE,TRUE,Grocery,,,,,,
CID:5850134000323778819,Safeway Bakery,"645 San Antonio Rd, Mountain View, CA 94040",safeway,0,0,(650) 948-4533,local.safeway.com,safeway,Safeway,37.4019289,-122.1120286,TRUE,TRUE,Bakery,,,,,,
CID:8696751830523091228,Safeway Bakery,"570 N Shoreline Blvd, Mountain View, CA 94043",safeway,0,1,(650) 961-4868,local.safeway.com,safeway,Safeway,37.4030254,-122.0793643,TRUE,TRUE,Bakery,,,,,,
CID:10634295969772017890,Safeway,"570 N Shoreline Blvd, Mountain View, CA 94043",safeway,3.9,1437,(650) 961-4868,local.safeway.com,safeway,Safeway,37.4031265,-122.0793665,TRUE,TRUE,Grocery,,,,,,
CID:5919052971663478989,Safeway,"580 N Rengstorff Ave, Mountain View, CA 94043",safeway,4.4,529,(650) 316-6321,local.safeway.com,safeway,Safeway,37.4111327,-122.0944938,TRUE,TRUE,Grocery,,,,,,
CID:13554242183032117452,Signature Cafe,"Mountain View, CA 94043",safeway,3,1,,,,Safeway,37.4030018,-122.0792366,TRUE,TRUE,Cafe,,,,,,
CID:8400492047619366235,Safeway,"12 Manor Plaza, Pacifica, CA 94044",safeway,3.9,698,(650) 359-2751,local.safeway.com,safeway,Safeway,37.650237,-122.4918734,TRUE,TRUE,Grocery,,,,,,
CID:2066675656459005770,Safeway,"1380 Linda Mar Shopping Center, Pacifica, CA 94044",safeway,4.1,1252,(650) 359-6707,local.safeway.com,safeway,Safeway,37.594446,-122.5029562,TRUE,TRUE,Grocery,,,,,,
CID:16038433261724643543,Safeway Bakery,"1380 Linda Mar Shopping Center, Pacifica, CA 94044",safeway,0,0,(650) 359-6707,local.safeway.com,safeway,Safeway,37.5945589,-122.5033024,TRUE,TRUE,Bakery,,,,,,
CID:5930348267235928694,Safeway,"709 Hickey Blvd, Pacifica, CA 94044",safeway,4.1,551,(650) 290-5014,local.safeway.com,safeway,Safeway,37.6610701,-122.4776216,TRUE,TRUE,Grocery,,,,,,
CID:565489528329395106,Safeway Bakery,"709 Hickey Blvd, Pacifica, CA 94044",safeway,0,0,(650) 290-5014,local.safeway.com,safeway,Safeway,37.6610102,-122.477594,TRUE,TRUE,Bakery,,,,,,
CID:4115135903605739621,Safeway Liquor,"709 Hickey Blvd, Pacifica, CA 94044",safeway,0,0,,safeway.com,safeway,Safeway,37.6611593,-122.477594,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:9555903226011921654,Safeway Liquor,"Pacifica, CA 94044",safeway,4,1,,safeway.com,safeway,Safeway,37.5944116,-122.5033018,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:16191248275989879018,Safeway Liquor,"Pacifica, CA 94044",safeway,5,3,,safeway.com,safeway,Safeway,37.6501883,-122.4919204,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:1739602071582267704,Safeway,"850 Woodside Rd, Redwood City, CA 94061",safeway,4,845,(650) 365-2522,local.safeway.com,safeway,Safeway,37.46568,-122.2253797,TRUE,TRUE,Grocery,,,,,,
CID:15693173995243888449,Safeway Bakery,"850 Woodside Rd, Redwood City, CA 94061",safeway,0,0,(650) 365-2522,local.safeway.com,safeway,Safeway,37.4656967,-122.2254144,TRUE,TRUE,Bakery,,,,,,
CID:10343981029503398889,Safeway Liquor,"850 Woodside Rd, Redwood City, CA 94061",safeway,0,0,,safeway.com,safeway,Safeway,37.4657544,-122.2255144,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:868564944801269616,Safeway Bakery,"1071 El Camino Real, Redwood City, CA 94063",safeway,0,0,(650) 306-1900,local.safeway.com,safeway,Safeway,37.4846001,-122.2302014,TRUE,TRUE,Bakery,,,,,,
CID:11514662768230892811,Safeway,"1071 El Camino Real, Redwood City, CA 94063",safeway,4,1541,(650) 306-1900,local.safeway.com,safeway,Safeway,37.4846345,-122.23045,TRUE,TRUE,Grocery,,,,,,
CID:5220839507871387291,Safeway,"2255 Gellert Blvd, South San Francisco, CA 94080",safeway,4.2,1463,(650) 588-9005,local.safeway.com,safeway,Safeway,37.6465865,-122.4520338,TRUE,TRUE,Grocery,,,,,,
CID:11770715914857836714,Safeway Bakery,"2255 Gellert Blvd, South San Francisco, CA 94080",safeway,4.7,4,(650) 588-9005,local.safeway.com,safeway,Safeway,37.6469727,-122.4521817,TRUE,TRUE,Bakery,,,,,,
CID:4183899870589893929,Safeway Liquor,"30 Chestnut Ave, South San Francisco, CA 94080",safeway,4.1,7,(650) 952-8867,safeway.com,safeway,Safeway,37.6556023,-122.4316432,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:16483995163752844027,Safeway,"30 Chestnut Ave, South San Francisco, CA 94080",safeway,3.9,1278,(650) 952-8867,local.safeway.com,safeway,Safeway,37.6555557,-122.4316232,TRUE,TRUE,Grocery,,,,,,
CID:3627295607080749990,Safeway Liquor,"Sunnyvale, CA 94086",safeway,0,0,,safeway.com,safeway,Safeway,37.3572183,-122.0175032,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:17460182565333639319,Safeway,"150 E El Camino Real, Sunnyvale, CA 94087",safeway,4.2,2520,(408) 732-1259,local.safeway.com,safeway,Safeway,37.3646576,-122.0307124,TRUE,TRUE,Grocery,,,,,,
CID:16833888890227017985,Safeway Bakery,"150 E El Camino Real, Sunnyvale, CA 94087",safeway,5,1,(408) 732-1259,local.safeway.com,safeway,Safeway,37.3649366,-122.0307302,TRUE,TRUE,Bakery,,,,,,
CID:7212407830226293283,Safeway Bakery,"639 S Bernardo Ave, Sunnyvale, CA 94087",safeway,0,0,(408) 732-5900,local.safeway.com,safeway,Safeway,37.3729675,-122.0580874,TRUE,TRUE,Bakery,,,,,,
CID:6817070698904497434,Safeway,"639 S Bernardo Ave, Sunnyvale, CA 94087",safeway,4.2,1190,(408) 732-5900,local.safeway.com,safeway,Safeway,37.3727912,-122.0581172,TRUE,TRUE,Grocery,,,,,,
CID:5122952700554021581,Safeway Liquor,"639 S Bernardo Ave, Sunnyvale, CA 94087",safeway,5,1,,safeway.com,safeway,Safeway,37.3726748,-122.0582377,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:15874294631995407251,"Dominick W. Tse, RPh","639 S Bernardo Ave, Sunnyvale, CA 94087",safeway,0,0,(408) 732-5902,safeway.com,safeway,Safeway,37.3729232,-122.0579595,TRUE,TRUE,Pharmacy,,,,,,
CID:4883349688871830912,Safeway,"785 E El Camino Real, Sunnyvale, CA 94087",safeway,4.2,1282,(408) 481-3300,local.safeway.com,safeway,Safeway,37.3572328,-122.0177209,TRUE,TRUE,Grocery,,,,,,
CID:12807100267638411043,Safeway Bakery,"785 E El Camino Real, Sunnyvale, CA 94087",safeway,0,0,(408) 481-3300,local.safeway.com,safeway,Safeway,37.3571793,-122.0178246,TRUE,TRUE,Bakery,,,,,,
CID:8603114341931430993,Safeway Liquor,"2300 16th St Unit 203, San Francisco, CA 94103",safeway,5,1,(415) 575-1120,safeway.com,safeway,Safeway,37.7669088,-122.4093353,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:4087755421319763285,Safeway Deli,"2300 16th St Unit 203, San Francisco, CA 94103",safeway,4.2,32,(415) 575-1120,local.safeway.com,safeway,Safeway,37.7669093,-122.4093309,TRUE,TRUE,Deli,,,,,,
CID:14683517222267890905,Safeway,"2300 16th St Unit 203, San Francisco, CA 94103",safeway,3.9,2175,(415) 575-1120,local.safeway.com,safeway,Safeway,37.7669091,-122.4093346,TRUE,TRUE,Grocery,,,,,,
CID:13700888791919101525,Safeway Bakery,"2300 16th St Unit 203, San Francisco, CA 94103",safeway,0,0,(415) 575-1120,local.safeway.com,safeway,Safeway,37.7669956,-122.4093844,TRUE,TRUE,Bakery,,,,,,
CID:13779679202761108536,Safeway Bakery,"298 King St, San Francisco, CA 94107",safeway,3.3,3,(415) 633-1001,local.safeway.com,safeway,Safeway,37.7766659,-122.3941226,TRUE,TRUE,Bakery,,,,,,
CID:12359277607867074288,Safeway,"298 King St, San Francisco, CA 94107",safeway,3.9,1533,(415) 633-1001,local.safeway.com,safeway,Safeway,37.7767786,-122.3940717,TRUE,TRUE,Grocery,,,,,,
CID:8364831023237023792,Safeway Liquor,"3350 Mission St, San Francisco, CA 94110",safeway,3.6,12,(415) 826-2866,safeway.com,safeway,Safeway,37.7432206,-122.4224289,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:3985913386506806033,Safeway,"3350 Mission St, San Francisco, CA 94110",safeway,3.7,2005,(415) 826-2866,local.safeway.com,safeway,Safeway,37.7431945,-122.42245,TRUE,TRUE,Grocery,,,,,,
CID:10249905804040638777,Safeway Bakery,"3350 Mission St, San Francisco, CA 94110",safeway,0,0,(415) 826-2866,local.safeway.com,safeway,Safeway,37.7432206,-122.422429,TRUE,TRUE,Bakery,,,,,,
CID:3401950317872929542,Safeway Liquor,"145 Jackson St, San Francisco, CA 94111",safeway,4.2,18,(415) 982-3112,safeway.com,safeway,Safeway,37.7968463,-122.3986514,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:13335627057992641335,Safeway,"145 Jackson St, San Francisco, CA 94111",safeway,4,1252,(415) 982-3112,local.safeway.com,safeway,Safeway,37.796899,-122.3986159,TRUE,TRUE,Grocery,,,,,,
CID:6379109587073356008,Safeway,"4950 Mission St, San Francisco, CA 94112",safeway,3.9,1760,(415) 587-7200,local.safeway.com,safeway,Safeway,37.7198782,-122.4388601,TRUE,TRUE,Grocery,,,,,,
CID:3249187933523450054,Safeway Bakery,"4950 Mission St, San Francisco, CA 94112",safeway,4.1,20,(415) 587-7200,local.safeway.com,safeway,Safeway,37.7198145,-122.4386995,TRUE,TRUE,Bakery,,,,,,
CID:349938616904131960,Safeway Bakery,"2020 Market St, San Francisco, CA 94114",safeway,5,2,(415) 861-7660,local.safeway.com,safeway,Safeway,37.7688487,-122.4279242,TRUE,TRUE,Bakery,,,,,,
CID:17242280735510523348,Safeway Liquor,"2020 Market St, San Francisco, CA 94114",safeway,4,15,(415) 861-7660,safeway.com,safeway,Safeway,37.7688487,-122.4279242,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:13147609849703900207,Safeway,"2020 Market St, San Francisco, CA 94114",safeway,3.8,4073,(415) 861-7660,local.safeway.com,safeway,Safeway,37.7691755,-122.4278748,TRUE,TRUE,Grocery,,,,,,
CID:5395214063845547269,Safeway Liquor,"1335 Webster St #3, San Francisco, CA 94115",safeway,3,14,(415) 921-4557,safeway.com,safeway,Safeway,37.7828066,-122.4313369,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:8944694921737922520,Safeway Bakery,"1335 Webster St, San Francisco, CA 94115",safeway,1,3,(415) 921-4557,local.safeway.com,safeway,Safeway,37.7827705,-122.4316835,TRUE,TRUE,Bakery,,,,,,
CID:1473633726704759814,Safeway Deli,"1335 Webster St, San Francisco, CA 94115",safeway,4.4,7,(415) 921-4557,local.safeway.com,safeway,Safeway,37.7829979,-122.4316768,TRUE,TRUE,Deli,,,,,,
CID:10634811106466413502,Safeway,"1335 Webster St, San Francisco, CA 94115",safeway,3.9,2559,(415) 921-4557,local.safeway.com,safeway,Safeway,37.7827106,-122.4316333,TRUE,TRUE,Grocery,,,,,,
CID:4669634506906502525,Safeway Bakery,"730 Taraval St, San Francisco, CA 94116",safeway,0,0,(415) 665-4136,local.safeway.com,safeway,Safeway,37.7434468,-122.4740564,TRUE,TRUE,Bakery,,,,,,
CID:17785518829300403854,Safeway Liquor,"730 Taraval St, San Francisco, CA 94116",safeway,5,2,,safeway.com,safeway,Safeway,37.7432371,-122.4744875,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:17731378293740751839,Safeway Ready Meals,"730 Taraval St, San Francisco, CA 94116",safeway,0,0,,local.safeway.com,safeway,Safeway,37.7434468,-122.4740564,TRUE,TRUE,Deli,,,,,,
CID:11267351929120469898,Safeway,"730 Taraval St, San Francisco, CA 94116",safeway,3.9,1026,(415) 665-4136,local.safeway.com,safeway,Safeway,37.7434468,-122.4740564,TRUE,TRUE,Grocery,,,,,,
CID:4931575890431424344,Safeway Liquor,"735 7th Ave, San Francisco, CA 94118",safeway,4.8,10,(415) 683-4070,safeway.com,safeway,Safeway,37.774479,-122.4654406,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:12341662394214738668,Safeway,"735 7th Ave, San Francisco, CA 94118",safeway,4,1204,(415) 683-4070,local.safeway.com,safeway,Safeway,37.774508,-122.4652621,TRUE,TRUE,Grocery,,,,,,
CID:17831596227465333203,Signature Cafe,"741 7th Ave, San Francisco, CA 94118",safeway,5,1,,,,Safeway,37.7744309,-122.4650402,TRUE,TRUE,Cafe,,,,,,
CID:5633076333401939079,Safeway Bakery,"850 La Playa St, San Francisco, CA 94121",safeway,0,0,(415) 387-4664,local.safeway.com,safeway,Safeway,37.7725837,-122.5094277,TRUE,TRUE,Bakery,,,,,,
CID:280059678546239691,Safeway Liquor,"850 La Playa St, San Francisco, CA 94121",safeway,5,1,,safeway.com,safeway,Safeway,37.7725837,-122.5094277,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:2015167558186968044,Safeway,"850 La Playa St, San Francisco, CA 94121",safeway,4,1730,(415) 387-4664,local.safeway.com,safeway,Safeway,37.7725138,-122.5094765,TRUE,TRUE,Grocery,,,,,,
CID:8305571358446963426,Safeway,"2350 Noriega St, San Francisco, CA 94122",safeway,3.9,1095,(415) 665-4565,local.safeway.com,safeway,Safeway,37.754172,-122.4888173,TRUE,TRUE,Grocery,,,,,,
CID:10421518030149428746,Safeway Bakery,"2350 Noriega St, San Francisco, CA 94122",safeway,0,0,(415) 665-4565,local.safeway.com,safeway,Safeway,37.7541085,-122.4888454,TRUE,TRUE,Bakery,,,,,,
CID:3304476637688296548,Safeway Liquor,"San Francisco, CA 94122",safeway,3.4,5,,safeway.com,safeway,Safeway,37.7542109,-122.4886485,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:2918524568391085250,Safeway,"15 Marina Blvd, San Francisco, CA 94123",safeway,4.2,2367,(415) 563-4946,local.safeway.com,safeway,Safeway,37.8044671,-122.4328651,TRUE,TRUE,Grocery,,,,,,
CID:14220197092082314965,Safeway Liquor,"15 Marina Blvd, San Francisco, CA 94123",safeway,5,2367,(415) 563-4946,safeway.com,safeway,Safeway,37.8044652,-122.4328147,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
